Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,5485854792,5670064168,6077496268,6638937283,7274144351,5654463586,5863733231,5961418094,5180597621,5761588762,,7912290825,9567331065,12802281898,13939602868,12861983284,13604832424,15445837859,18529473244,20730241410,23245512449,24417617184,24164603059,24308622503,21665456808,24680306905,30605196451,40376973073,45176167472,43919630704,45495727007,42745329732,41649298171,46775067751,55315342817,63918703507,70140835299,66074513018,56226643508,58761222689,52623281957,53872425917,66628222189,88250885550,1.03905E+11,1.14719E+11,1.11607E+11,1.37315E+11,1.33279E+11,1.21337E+11,1.46585E+11,1.68463E+11,1.76617E+11,1.90691E+11,2.00142E+11,1.73754E+11,
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1.0716E+12,1.12636E+12,1.21606E+12,1.31005E+12,1.43169E+12,1.5546E+12,1.70682E+12,1.83136E+12,1.98464E+12,2.17812E+12,2.38692E+12,2.64316E+12,3.06627E+12,3.70345E+12,4.15098E+12,4.65222E+12,5.04291E+12,5.68497E+12,6.82511E+12,7.88515E+12,8.75194E+12,8.90902E+12,8.77485E+12,9.06533E+12,9.48109E+12,1.00007E+13,1.21187E+13,1.40256E+13,1.58218E+13,1.65773E+13,1.8683E+13,1.97602E+13,2.12435E+13,2.15529E+13,2.3009E+13,2.52097E+13,2.54173E+13,2.50577E+13,2.52866E+13,2.65733E+13,2.71216E+13,2.6886E+13,2.80714E+13,3.14597E+13,3.50178E+13,3.69991E+13,3.90258E+13,4.26931E+13,4.51779E+13,4.2271E+13,4.43149E+13,4.75809E+13,4.74543E+13,4.79485E+13,4.87959E+13,4.5865E+13,
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,63279972.09,67759970.11,107151836.8,188879842.4,239999799.7,256319786.1,301014924.5,366883549.3,483066990.4,1645917750,2096699155,2560219993,2741169904,2740301345,3733352574,5981760181,7259120033,7554719334,7932541563,8821443265,10005645456,7324167394,7811183158,8386215932,9372171727,11685045608,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,14085373212,15710148244,19507412224,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58641352406,67937581274,76341482445,78182574772,81796618986,70254876463,
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,13356277307,16602997116,18699923073,20632149763,26785961530,37184441608,37387303650,35339682837,33366185281,33610778352,31942533162,32311760344,38353680805,43096335138,45130587825,53986815850,55553660107,60592688372,57623009600,60349153066,69416033107,73245307288,75969321099,74369117128,79925919932,90268341494,89693165619,96746065026,1.20099E+11,1.48765E+11,1.80397E+11,2.11132E+11,2.57906E+11,3.14948E+11,2.68642E+11,3.12831E+11,3.91014E+11,4.09632E+11,4.26362E+11,4.40528E+11,3.68046E+11,
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,3707055836,4054599110,4233095515,4540529025,5130407637,5884711992,6466610638,7403821772,8090088413,8632927105,10027088673,10602058003,9309109507,6324884157,8773030762,11340000679,13338485494,15126060229,17820101313,19707980062,23689697680,28100606598,30725972231,28691890864,31151825047,31144920868,31899072714,33351526336,38472741069,40171021121,40010425585,45451960732,48635176853,51478304860,51894781282,60636022423,63320122807,62433300338,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.09502E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.68153E+11,1.77407E+11,2.13755E+11,2.24646E+11,2.3115E+11,2.43383E+11,2.69971E+11,
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,440255900,490973200,534490500,592407800,636136900,698712900,761289000,847794300,912064400,1001005000,1076075100,1214144800,1334108700,1525966200,1743976500,1953304500,2074539000,2199585300,2607864900,2984909200,4034408100,4566357500,5044942500,5179623900,5406634200,5719726200,5943877600,5969924500,5161200500,5174965100,5625703300,6185923000,7032023200,7679277700,8188780100,8371108300,9870392300,10677104500,11575510300,12130118300,12303975900,12501974600,12994218400,13693884200,15013275300,16374277900,18144936600,20958000000,24522200000,26593500000,28917200000,34373820500,39954761200,44856189500,49165773100,52132289700,
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2503708501,2822764382,3199617471,3505470788,4241381119,5026099956,5947054339,6029751897,5583979280,6250645607,7235141852,8069766829,8945736420,10702842298,13490954944,16413418809,15519319139,14230997983,12162093075,15542640785,17655611231,21074067087,21216509116,16885668786,17132968269,16110000407,14840000375,20153333842,15029999286,21902935996,25710059622,33752717959,35180917546,34225818611,43691936851,51990003413,53975714094,56833961486,54534476412,49332889437,50980861887,51592365725,54436633340,59030590739,66695121800,74947898080,87862091339,1.02171E+11,1.21572E+11,1.21192E+11,1.48522E+11,1.70575E+11,1.92703E+11,2.02029E+11,2.02855E+11,1.92084E+11,
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,6684685517,7257047668,4399815073,4875248020,5271360642,5784398850,6371486693,6809047600,7591602924,8408265264,6687223656,7408296134,8017418383,10082910551,13781190370,14893969269,17097658630,19648040091,22706283655,27502354651,32450398740,35646642136,37140164100,33212130823,31408478618,30734266462,29868363901,33195974365,37885485203,42575217415,44311595230,45417561302,52976344929,54368083953,64084460124,74119987245,82848140618,82344260571,72207025219,82995147090,81026297144,76262072022,81357602950,83908206456,91371239765,1.03072E+11,1.22211E+11,1.4936E+11,1.74195E+11,1.68335E+11,1.99591E+11,2.24143E+11,2.50092E+11,2.71927E+11,2.84777E+11,2.91965E+11,
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76888000,83855000,82451000,75907000,83527000,95237000,108203000,113213000,117320000,113485000,149300000,160000000,163500000,159900000,175300000,193300000,194700000,196000000,198100000,186400000,183800000,199900000,214200000,228700000,250900000,287400000,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,230496033,244832035,261184037.4,275968039.5,305312043.7,344159480.3,390973233.3,441706910.1,485160824.3,551237316.6,645537126.2,717716130.5,858802035.9,1299105241,1467346060,1356591177,1511856584,1640763204,1947947524,2293621944,2545983008,2498068351,2368584970,2562492525,2552526263,2423373088,2648033766,3143848331,3655979702,3546460177,3219730365,3787352287,4377984100,4974662910,5502648500,4636113480,5155485420,4936605080,3789428160,3477060138,3521348155,3081029666,2999542369,3536459111,3927114466,4865971718,5527856839,6340673794,8000074071,8105331930,9716103409,12873049346,15391629871,15413163675,16928680397,,
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64712371654,83861126240,92527774558,94203600000,1.08678E+11,1.39411E+11,1.57079E+11,1.5755E+11,1.73338E+11,1.68225E+11,1.71886E+11,1.90521E+11,1.98681E+11,2.17513E+11,2.53529E+11,3.0441E+11,3.43261E+11,4.28763E+11,5.30185E+11,4.36476E+11,4.79243E+11,5.28742E+11,5.00228E+11,5.24059E+11,5.44982E+11,4.74783E+11,
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,8746557299,9260461504,9880479016,10482511486,11446689530,12386349287,13571569315,13374243017,13872848607,15435225861,19654238942,18712910320,21875790590,26765413171,39024210692,44744426977,54140911658,59024366181,65682329750,84911386478,1.06724E+11,95853121996,91820611953,78960997308,79630771404,83048158783,85285307507,98291885288,1.00398E+11,1.02382E+11,1.67645E+11,1.70434E+11,1.57906E+11,1.44174E+11,1.3435E+11,1.55295E+11,1.73241E+11,1.80784E+11,1.78815E+11,1.81523E+11,2.11779E+11,2.00715E+11,2.37033E+11,2.74046E+11,3.32056E+11,4.1146E+11,5.1278E+11,6.26616E+11,7.98863E+11,7.22411E+11,1.0015E+12,1.15838E+12,1.26703E+12,1.3831E+12,1.4639E+12,1.26692E+12,
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,21969400000,23878000000,26178400000,28266800000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086409000,57840954000,61701810000,69668635000,72546194000,75833996000,80322313000,83914521341,87276164365,89524131617,93639316000,96385638000,98381268000,1.00352E+11,1.01081E+11,1.03135E+11,,,
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,3193200404,3417516639,3668222358,3905734460,4235608178,4687464055,5135387846,5740241166,6354262628,6969025826,8109032775,9202512367,11240223128,15092052330,17514112076,19349512941,20334835544,21441635411,23489924726,26625439344,32899759311,31980423453,30530759334,27242331886,25220451794,27118476174,38749715722,48187667853,56352797354,60600056659,78721607509,89242382961,1.07603E+11,95019103603,99698453261,1.18134E+11,1.2263E+11,1.17046E+11,1.23982E+11,1.27466E+11,1.18358E+11,1.21546E+11,1.34229E+11,1.64964E+11,1.89187E+11,1.97305E+11,2.08567E+11,2.40169E+11,2.62008E+11,2.43746E+11,2.38318E+11,2.4488E+11,2.16368E+11,2.26073E+11,2.30117E+11,1.98931E+11,
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,400129691.3,421700442.1,451524124.6,477012512.7,512728946,548758098.4,609047284.9,697291727.8,889357059.5,1199618980,1351889403,1540820245,1912353340,2350329157,3135123879,4094810488,5219516810,5067450002,5237432542,4067222420,2966234024,3439716399,3778316380,4082625953,4599970618,5695201563,6984367763,7157424031,7249533620,7870982171,9062131308,9788391733,9965225497,9024567484,8392549702,8195993231,7662595076,6325151760,6588103836,8033877360,8734653809,10646157920,13794910634,18504130753,15929902138,20030528043,25071195492,24611039786,28965906502,30881166852,27622778722,
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,1135831316,1138949236,1188288732,1378120575,1688437132,1919281933,1977632576,1932804963,1853284440,2027995718,1921120952,2085883391,2050827729,2146569377,2242696265,2416850556,2583109300,2833817717,2987223639,3442016212,3718407434,3992931434,3989354569,3430418269,3733751237,3480881464,3406191543,3593475492,4219685168,4874134376,5336625074,5603797797,6171252267,6584689096,5852508156,6469972334,7677505381,8118903224,8365969512,8845723924,8625970093,
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1.04449E+12,1.10423E+12,1.19285E+12,1.28401E+12,1.40151E+12,1.52228E+12,1.66933E+12,1.79127E+12,1.94123E+12,2.12939E+12,2.33813E+12,2.59237E+12,3.00646E+12,3.62803E+12,4.0518E+12,4.54017E+12,4.9265E+12,5.56832E+12,6.68857E+12,7.69112E+12,8.51664E+12,8.61476E+12,8.57438E+12,8.89422E+12,9.29631E+12,9.80516E+12,1.19695E+13,1.38648E+13,1.56152E+13,1.63284E+13,1.83377E+13,1.93357E+13,2.0748E+13,2.09104E+13,2.23749E+13,2.46567E+13,2.47726E+13,2.43321E+13,2.44119E+13,2.56245E+13,2.60443E+13,2.582E+13,2.69461E+13,3.02398E+13,3.36051E+13,3.53602E+13,3.72126E+13,4.06211E+13,4.29082E+13,4.04022E+13,4.21625E+13,4.52362E+13,4.51627E+13,4.5515E+13,4.62995E+13,4.36384E+13,
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,176534589.6,215659455,220984369.1,259590076.3,242943776.9,254035999.2,296613496.9,325843254.7,431254103,555337985.7,690319754.9,732286143.3,793193187.4,1005573294,1215031775,1362151524,1279972866,1286462643,1335895286,1378991403,1507230779,2301514717,2543199148,2687472830,2636461517,3181206305,3267367610,3558215110,3694600400,3522272321,3982374846,3954696874,3567062512,3775160797,3797016069,3447543138,,,,,,,,,,,,,,,,
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,301791305.1,387700072.4,510259922.5,793884371.6,2401403171,2512783993,3284301426,3617580071,4052000457,5633000419,7829094474,8661263514,7596702995,6467582121,6704395631,6153296279,5053021805,5446428524,6038186859,6487911901,7360439211,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.69805E+11,1.9029E+11,2.01885E+11,2.10109E+11,1.66908E+11,
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,38067565161,40424526826,41450779109,38299106120,28998684211,25121666667,26362894737,30074440483,37662075750,37182938696,35838588170,41976002704,36183003978,37438527800,40716836998,46174557556,59867801205,76216441462,99697566668,1.23533E+11,1.71537E+11,2.08182E+11,1.67423E+11,1.67998E+11,1.85363E+11,1.71665E+11,1.91549E+11,1.99324E+11,1.77954E+11,
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.065E+11,5.16814E+11,5.17963E+11,4.60291E+11,4.35084E+11,3.95077E+11,3.95531E+11,3.9172E+11,4.04927E+11,2.70953E+11,1.95906E+11,2.59708E+11,3.06603E+11,3.4511E+11,4.30348E+11,5.91017E+11,7.64017E+11,9.89931E+11,1.29971E+12,1.66085E+12,1.22264E+12,1.52492E+12,2.03177E+12,2.17015E+12,2.23063E+12,2.03097E+12,1.32602E+12,
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,119000024.1,122000016.1,125000008.1,128000000.1,129999994.1,148799980.1,124525703,159560018.2,172200018.2,188700037.2,219900006.2,222952503.9,246457838.6,290746157.5,308458403.6,571863503,637753856.1,746650611.3,905709080.9,1109346137,1254765643,1407062526,1407243133,1479687583,1587413091,1715626337,1944710688,2157432668,2395492695,2405022588,2550185693,1911600232,2029026957,1971525718,753636370.5,1293535192,1382334879,1851558199,1989343548,1817655192,1734938190,1674685126,1677447003,1845979351,2089188921,2581465675,3110328011,3775447706,4796573531,5308990459,5698548988,6406727230,7219657132,7522006198,7912161660,8095980014,
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,47679117486,50850574463,54271620755,61058785168,69950360857,75140448166,63055010157,69408573982,72867560642,80004890145,86652133907,92122896789,92636365540,1.06033E+11,1.28326E+11,1.37459E+11,1.34339E+11,1.55407E+11,1.76823E+11,1.98042E+11,2.3884E+11,2.53081E+11,2.61845E+11,2.77287E+11,2.75906E+11,3.00054E+11,3.17836E+11,3.52956E+11,3.79206E+11,3.82623E+11,4.11962E+11,3.66063E+11,3.88728E+11,3.84862E+11,4.36754E+11,4.85123E+11,5.30763E+11,5.56846E+11,5.64567E+11,6.05085E+11,6.29218E+11,6.45831E+11,6.79163E+11,7.93222E+11,9.19798E+11,1.05391E+12,1.20495E+12,1.52616E+12,1.55263E+12,1.70684E+12,2.09372E+12,2.26467E+12,2.29512E+12,2.36255E+12,2.58358E+12,2.66609E+12,
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,4187777711,4485777644,5377333333,7184853348,9664157499,14947391140,45412957746,46773368206,64005665722,74188249979,80265619485,1.1186E+11,1.64542E+11,1.84292E+11,1.53239E+11,1.29172E+11,1.19625E+11,1.03898E+11,86961922765,85695861148,88256074766,95344459279,1.16778E+11,1.31336E+11,1.36304E+11,1.32151E+11,1.34327E+11,1.42458E+11,1.57743E+11,1.64994E+11,1.45773E+11,1.60957E+11,1.88442E+11,1.83012E+11,1.88551E+11,2.14573E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.26811E+11,6.69507E+11,7.33956E+11,7.44336E+11,7.53831E+11,6.46002E+11,
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1126364162,1222860429,1328259625,1351234926,1388282600,1446869619,1484491676,1607409539,1677771401,1847501441,2100229759,2288340041,2483055722,3077254460,3958931660,4823090192,6013210816,7499005639,8128719315,8418407787,7617256737,9538009463,9254395996,8465226937,10044297796,12459385571,15966649370,20631219762,15510324099,15295635624,12408647780,11379222222,7034219713,8881785938,12794192334,13829744879,9018243044,11681494637,11250327988,10682045258,12257418326,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,53150209168,65634109237,67327289320,62688889673,66480141187,73814947341,84066770983,
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,792824702.8,836493103.6,857426088.8,886387334.5,939145912.2,955834759.9,984942841.5,984605218.1,1034293671,983621121.2,1024832778,1058120594,1280328105,1471913586,1658273944,2235746641,2266860710,2320786618,2591178825,3226677957,3503282842,3176771658,3109677903,2774198931,2705535968,2962200082,4189860373,5040708746,4985152888,4913065118,5716644525,5617236033,6004885321,5678827999,3877196915,4878719133,5065830414,4672503920,5030344074,5144045360,4679604754,4877602060,5333862371,6858952880,8031344381,8707015771,9358710935,11284603071,13386345215,12812994419,12932428288,14440676929,14045681414,14951667194,15657551477,13779570706,
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,704453107.1,764298138.1,825874493.6,917210032.1,893722817.5,974186784.2,1095902965,1237415176,1425020122,1659044471,1919496192,2262529370,2719900396,3693760000,5216837422,5633455805,6326445458,6617425714,7515823694,9294553436,11893624074,14171752830,16078932759,17775115135,19735453641,19138445912,18569643987,20897470244,25337427488,30423195895,36152800270,45474442836,52156414979,60644572348,73777792327,87890009877,96403758865,1.00164E+11,85707636233,86283126844,95833932715,89286208629,91941192896,97001377569,1.14189E+11,1.27418E+11,1.47797E+11,1.79981E+11,1.92226E+11,1.92408E+11,2.36422E+11,2.75221E+11,2.89269E+11,3.00288E+11,3.06344E+11,2.92739E+11,
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,25203524.03,28084252.76,28606411.4,,50056882.82,40606712.05,55272108.84,84539332.28,74617096.48,83099107.91,93147039.25,111022090,151270207.9,168715353.1,187313261.3,188446092.1,180219397.5,252806783.4,232306861.2,210737869.7,238606299.6,310684273.7,332286760.9,302515026.9,320355090.6,378778047.2,410923236.2,464756638.5,519334096.7,565163750.6,567919502.8,471177008.1,482214092.3,435101217.5,400464594,341663056,332736306.5,375109694.3,413911362.3,456707935,516074229,608292551.5,597762270.8,671585231.6,886503123.8,1025124684,1059695156,1158190175,1156834751,
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,322009471.6,327834680.6,342721579.8,348546952.1,371848114.8,359379856.2,375479849.8,348795303,329860091.9,408690163.5,434410373.8,419549425.1,465381090,575230234.4,648590642.9,679335901.1,594895672.3,691777758.4,960728338.9,1109374722,1100685845,1114830472,1295361886,995104305.3,1087471862,856890498.6,490181456.6,701307602.3,1055083945,932974411.9,649644826.8,779981458.9,679997997.6,768812334.8,911915970.7,870758739.4,941742152.7,850218033.6,672375927.3,669384768.9,635874002.2,1079478388,1239004288,1371442566,1431208677,1627854495,1885112202,2158496873,2505458705,2489985963,2616610911,2985556819,3853432409,4958754472,5005662071,4474689706,
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,877720000,929520000,976200000,1009760100,1049400000,1132920000,1186120000,1263720000,1442320000,1665880000,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4800900000,5311000000,5954700000,6938000000,8085600000,9500500000,10315500000,11134700000,12008400000,12464700000,13134100000,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000,24350900000,25054200000,25850200000,
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853373879.7,773907642.4,815205233.1,879957209.9,1122981525,1317357835,1375416604,1469000145,1687567364,1899879955,,,,,,,,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5352000000,5707000000,5953000000,
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16750000000,20948677840,24147996550,18284194680,18409364147,6540247190,12267175481,16116843146,21188704081,24861483281,26252007830,30607991862,40289556656,49259526053,42616653300,39460357731,46466728667,40742313861,45519650911,44210806366,36513027128,
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,27066363078,28577330511,30479365158,32742248338,35677181297,38772064958,41665734681,42416748538,45033358899,51008181023,61329046455,61561273960,69564316781,89128092995,1.17216E+11,1.29286E+11,1.42374E+11,1.54777E+11,1.71018E+11,2.08543E+11,2.68027E+11,2.71616E+11,2.51795E+11,2.36414E+11,2.27922E+11,2.12648E+11,2.35442E+11,2.7936E+11,2.92447E+11,3.05947E+11,3.06502E+11,3.18867E+11,3.14961E+11,3.03293E+11,2.97567E+11,3.36812E+11,3.48484E+11,3.60417E+11,3.39912E+11,3.42542E+11,3.67066E+11,3.41631E+11,3.66097E+11,4.67773E+11,5.81768E+11,6.84119E+11,7.9845E+11,9.28047E+11,1.05913E+12,1.0121E+12,1.35442E+12,1.52613E+12,1.59484E+12,1.67732E+12,1.75306E+12,1.57143E+12,
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15550136279,12231362023,15727363443,17826697892,10368813559,13257635695,13282084034,9015221096,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,27076572682,28586798907,30489798538,32753867857,35690109141,38784761829,41678989164,42430113037,45045661242,51020025783,61341681331,61578076236,69590228793,89158477160,1.1725E+11,1.29324E+11,1.42411E+11,1.5483E+11,1.71094E+11,2.08663E+11,2.68161E+11,2.71759E+11,2.51932E+11,2.36551E+11,2.28065E+11,2.12813E+11,2.35647E+11,2.79606E+11,2.92729E+11,3.06251E+11,3.06872E+11,3.19243E+11,3.15397E+11,3.0377E+11,2.98057E+11,3.37323E+11,3.4899E+11,3.60984E+11,3.40525E+11,3.4317E+11,3.67685E+11,3.42259E+11,3.668E+11,4.68483E+11,5.82612E+11,6.85043E+11,7.99471E+11,9.29084E+11,1.0601E+12,1.01295E+12,1.35539E+12,1.52719E+12,1.59598E+12,1.67874E+12,1.75449E+12,1.57287E+12,
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,7828871569,8809309438,10397079016,12951703516,20132270539,22913677942,26188263336,29741973803,31948345378,39671928887,52586910355,54338307833,54056640935,52283410673,51850327159,49881603092,48881357406,55849877216,61539738259,64029516397,74058567962,75443039458,80290879344,78525097382,82828881501,93938625841,99925133194,1.05367E+11,1.05751E+11,1.1337E+11,1.25931E+11,1.26224E+11,1.35248E+11,1.61764E+11,1.94771E+11,2.32344E+11,2.6912E+11,3.22358E+11,3.88025E+11,3.30416E+11,3.78924E+11,4.63285E+11,4.84196E+11,5.04038E+11,5.20631E+11,4.47702E+11,
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72230284.44,80531992.12,96343906.43,105360801.9,126194166.2,134441116.9,145827429.6,189595284.4,192558289.7,195176113.4,239986643.5,265592759.8,305632896.2,337413477.2,,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,93850000,98400000,103500000,110000000,120850000,138650000,171100000,198450000,220600000,233450000,247150000,270650000,287600000,305300000,368600000,465000000,505500000,641000000,735500000,783000000,794900000,889050000,915150000,883600000,864150000,873250000,891000000,979850000,1160900000,542520000,388300000,448300000,404600000,428794117.6,605492537.3,693970588.2,860630922.7,929607500,945000000,885444186,892164393.9,763465550.5,1078402128,1271196078,1484092538,1793776693,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5130909091,5210303030,4877888604,
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12694544693,14213045494,15431288006,16452201101,20079363626,25733043137,27821913815,27660149541,29828899206,30415095887,29114875622,30703017450,35083608131,46731767494,57240535138,62493023256,70388970016,86072414454,1.00077E+11,88661433732,89254437086,97919794273,93049717830,98028544875,1.00253E+11,86581789952,
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21273048928,21480028329,20749144658,22125432776,22689993408,20342197589,20875389931,23563581047,29697443017,34470229198,36346971770,39587730523,48114700246,55589863776,50244790220,48016423841,51287600778,46240004973,47675792660,49491396798,42746980843,
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,14842870293,16147160123,17511477311,18954132366,21137242561,23260320646,25302033132,27463409202,29143383491,31649203886,37555366021,40980345656,48263914959,58567384059,65082581295,81716751698,88102107647,93136775103,1.0297E+11,1.21647E+11,1.40089E+11,1.27858E+11,1.12768E+11,1.03534E+11,1.07662E+11,1.12514E+11,1.48376E+11,1.80429E+11,2.04068E+11,2.14875E+11,2.58154E+11,2.70363E+11,2.80312E+11,2.09951E+11,2.2608E+11,2.64052E+11,2.88104E+11,2.64478E+11,2.668E+11,2.70848E+11,2.59802E+11,2.39917E+11,2.63926E+11,3.31109E+11,3.81705E+11,3.89042E+11,4.20032E+11,4.87816E+11,5.13966E+11,4.29657E+11,4.88379E+11,5.63113E+11,5.43881E+11,5.78742E+11,5.71101E+11,4.92618E+11,
Swaziland,SWZ,GDP (current US$),NY.GDP.MKTP.CD,35076845.98,43026042.81,45927961.65,54129438.37,64980554.03,70279971.92,76859969.29,74759970.13,79799968.11,105419957.9,112139955.2,136462080.9,146740389.9,221915096.2,264320939.6,288299883.9,272549999.8,304059999.7,340629999.7,412094078.1,542007473.1,571514416.3,537568142.1,555336145.9,494483241.4,361012319.1,449140384,584125996.6,692026606.9,696921409.5,1114694112,1156141998,1284766234,1357206996,1419293455,1698982438,1602760100,1716699913,1576904292,1547884442,1524496383,1349339652,1224226095,1854032546,2420645241,2584089444,2947943587,3053808159,3019779209,3144671159,3527776867,4963056465,4912817418,4562432041,4412891833,4060072444,
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,12012025.25,11592024.36,12642026.57,13923029.26,15393032.35,15603032.8,16443034.56,16632032.81,16074027.35,16452027.99,18432031.36,21965951.72,30645121.01,36896278.22,43134498.69,47803145.96,49278979.55,64526398.66,85552369.91,127261099.2,147357222.8,154902869,147912069.8,146712850.5,151313242,168887539.1,207850623.6,249267039.8,283828769,304832867.4,368584758.9,374359556.1,433667193.8,473916819.5,486451204.6,508221508.2,503068472.2,562958836.5,608369282.2,622985493.7,614879764.8,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016418229,1033561654,967199594,847397850.1,969936525.3,1065826670,1134267367,1411061261,1422530792,1437722206,
